id,utterance,label
deepseek-00051,Bring me the book from the table.,motion_query
deepseek-00254,Move to the left so I can pass.,motion_query
deepseek-00280,Can you recommend a good book on artificial intelligence?,chat
deepseek-00023,How can I be more productive?,chat
deepseek-00328,What is the capabilty of your sensors?,chat
deepseek-00423,Follow me to the kitchen.,motion_query
deepseek-00147,Can you explain how to use this software?,chat
deepseek-00099,Can you tell me the news headlines?,chat
deepseek-00066,Look at the painting on the wall.,motion_query
deepseek-00024,Slide the book to the right.,motion_query
deepseek-00271,I need advice on how to deal with stress.,chat
deepseek-00030,Point to the exit sign.,motion_query
deepseek-00213,Move the chair to the other side of the table.,motion_query
deepseek-00231,Can you give me directions to the museum?,chat
deepseek-00131,Demonstrate how to bow.,motion_query
deepseek-00247,Can you suggest a gift for my friend's birthday?,chat
deepseek-00309,Show me a thumbs up.,motion_query
deepseek-00368,Hand me the pen from your tray.,motion_query
deepseek-00295,Wave goodbye to me.,motion_query
deepseek-00439,I need help with my homework.,chat
deepseek-00445,Hand me the book on the shelf.,motion_query
deepseek-00482,Hold this object steady.,motion_query
deepseek-00487,Remain still while I take a photo.,motion_query
deepseek-00453,Can you show me what you can do?,motion_query
deepseek-00321,Give me a high-five!,motion_query
deepseek-00155,Can you give me directions to the library?,chat
deepseek-00150,Hold this bag for me.,motion_query
deepseek-00165,Step forward two paces.,motion_query
deepseek-00452,Nod if you understand.,motion_query
deepseek-00389,I feel a bit stressed today.,chat
deepseek-00402,Recommend a good book to read.,chat
deepseek-00257,Nod your head to confirm.,motion_query
deepseek-00332,Can you help me plan a trip to Paris?,chat
deepseek-00370,Take three steps backward.,motion_query
deepseek-00035,What's the capital of Australia?,chat
deepseek-00085,Show me how to do a push-up.,motion_query
deepseek-00347,Walk to the door and open it.,motion_query
deepseek-00129,Could you check the spelling in this sentence?,chat
deepseek-00466,Turn left and point to the red object.,motion_query
deepseek-00146,Use your hand to gesture 'come here'.,motion_query
deepseek-00235,Point to the object I'm holding.,motion_query
deepseek-00412,Step to the left so I can see the screen.,motion_query
deepseek-00229,Do you have any suggestions for a gift?,chat
deepseek-00298,What time is it in Tokyo?,chat
deepseek-00493,How do you process speech?,chat
deepseek-00095,Can you tell me about your capabilities?,chat
deepseek-00460,I feel lonely today.,chat
deepseek-00479,What's the meaning of life?,chat
deepseek-00458,Point to the tallest building in the skyline.,motion_query
deepseek-00435,What time does the museum close today?,chat
deepseek-00265,How can I improve my sleep schedule?,chat
deepseek-00488,Walk toward me slowly.,motion_query
deepseek-00128,How are you feeling today?,chat
deepseek-00289,Lift the lid of the box.,motion_query
deepseek-00336,Make a gesture that means 'come here'.,motion_query
deepseek-00261,What should I wear today?,chat
deepseek-00255,Can you show me how to perform a squat?,motion_query
deepseek-00315,Tell me about your capabilities.,chat
deepseek-00286,How do I improve my public speaking skills?,chat
deepseek-00467,Back up slowly.,motion_query
deepseek-00232,Move the chair closer to the table.,motion_query
deepseek-00413,Wave your arm to greet the guests.,motion_query
deepseek-00408,Lower your voice and stand still.,motion_query
deepseek-00383,Can you update me on today's news?,chat
deepseek-00021,How does a car engine work?,chat
deepseek-00276,Can you recommend a good restaurant?,chat
deepseek-00056,Answer by raising your hand.,motion_query
deepseek-00096,Demonstrate the dance move.,motion_query
deepseek-00300,What is the best way to learn a new language?,chat
deepseek-00083,What should I wear for an interview?,chat
deepseek-00366,What are the benefits of meditation?,chat
deepseek-00329,Can you explain how photosynthesis works?,chat
deepseek-00055,Pick up the book from the table.,motion_query
deepseek-00422,Place the book on the shelf.,motion_query
deepseek-00301,What are the latest advancements in AI?,chat
deepseek-00379,Can you translate 'hello' into Spanish?,chat
deepseek-00424,What are some healthy lunch ideas?,chat
deepseek-00186,What are the ingredients for a good friendship?,chat
deepseek-00214,Stop where you are and don't move.,motion_query
deepseek-00388,Show me how to perform a squat.,motion_query
deepseek-00433,Stop moving immediately.,motion_query
deepseek-00181,Nod to confirm what I said.,motion_query
deepseek-00141,What are the symptoms of the flu?,chat
deepseek-00022,Show me how to perform the dance step.,motion_query
deepseek-00437,Pick up that pencil from the floor.,motion_query
deepseek-00177,Can you translate 'hello' to Spanish?,chat
deepseek-00481,Bring me the newspaper from the table.,motion_query
deepseek-00377,Answer with a thumbs up or down.,motion_query
deepseek-00160,Tell me a bedtime story.,chat
deepseek-00227,Raise both arms above your head.,motion_query
deepseek-00252,Point at the red book.,motion_query
deepseek-00172,Show me the dance move.,motion_query
deepseek-00337,"Lower your arm, it's in the way.",motion_query
deepseek-00156,What should I have for dinner?,chat
deepseek-00026,Bring me the remote control.,motion_query
deepseek-00490,Come closer and look at this painting.,motion_query
deepseek-00251,What should I cook for dinner?,chat
deepseek-00212,What time is the meeting?,chat
deepseek-00364,What's the best way to learn a new language?,chat
deepseek-00455,Kneel down to my level.,motion_query
deepseek-00063,Wave goodbye.,motion_query
deepseek-00421,Take this book and put it on the shelf.,motion_query
deepseek-00456,What are some good books to read?,chat
deepseek-00461,Tell me about your battery life.,chat
deepseek-00116,How do I backup my phone?,chat
deepseek-00246,Bend over and pick up the box.,motion_query
deepseek-00420,Can you help me plan a workout routine?,chat
deepseek-00015,Raise your hand if you understand.,motion_query
deepseek-00478,Why do we dream?,chat
deepseek-00219,Raise your arm to indicate the direction.,motion_query
deepseek-00086,Take this note to the front desk.,motion_query
deepseek-00267,Act out the motion of pouring water.,motion_query
deepseek-00211,What time is it?,chat
deepseek-00122,What's the most popular song right now?,chat
deepseek-00109,Tell me a story about a brave knight.,chat
deepseek-00078,Demonstrate how to do a push-up.,motion_query
deepseek-00292,Recommend a good movie for tonight.,chat
deepseek-00431,Imitate a penguin walk.,motion_query
deepseek-00334,Answer with a thumbs up.,motion_query
deepseek-00082,Go to the kitchen and check if the oven is on.,motion_query
deepseek-00097,Push the button on the table.,motion_query
deepseek-00038,Tap your foot twice if you hear me.,motion_query
deepseek-00148,Play some relaxing music.,chat
deepseek-00499,I need a recipe for gluten-free pancakes.,chat
deepseek-00234,How do I fix a leaky faucet?,chat
deepseek-00410,Fetch the newspaper from the porch.,motion_query
deepseek-00341,Follow that person.,motion_query
deepseek-00281,Bring me the red cup from the table.,motion_query
deepseek-00440,Shake my hand firmly.,motion_query
deepseek-00406,Can you give me some tips for public speaking?,chat
deepseek-00106,Demonstrate how you wave.,motion_query
deepseek-00195,Can you recommend a good book on AI?,chat
deepseek-00296,Clap your hands to the beat.,motion_query
deepseek-00059,Describe the painting 'Starry Night'.,chat
deepseek-00189,How do I fix a clogged sink?,chat
deepseek-00222,Point to the nearest exit.,motion_query
deepseek-00320,"Please explain it verbally, no gestures.",chat
deepseek-00400,Push the button on the left.,motion_query
deepseek-00258,Take a step back.,motion_query
deepseek-00143,Hold still so I can measure you.,motion_query
deepseek-00457,How do I stay motivated?,chat
deepseek-00474,Pick up the trash and throw it away.,motion_query
deepseek-00049,Can you tell me a fun fact about space?,chat
deepseek-00475,What are the ingredients in a Caesar salad?,chat
deepseek-00279,Clap your hands twice.,motion_query
deepseek-00427,Can you tell me a fun fact about dolphins?,chat
deepseek-00378,Wave your hand to greet me.,motion_query
deepseek-00013,What is the weather forecast for tomorrow?,chat
deepseek-00350,Walk in a circle.,motion_query
deepseek-00167,What is the news today?,chat
deepseek-00381,Can you help me debug this Python code?,chat
deepseek-00114,What's the story behind the Mona Lisa?,chat
deepseek-00469,What are your thoughts on the latest movie?,chat
deepseek-00158,Pick up the cup and hand it to me.,motion_query
deepseek-00112,Tell me about the history of the internet.,chat
deepseek-00345,How long can you operate on a full charge?,chat
deepseek-00171,What time is my appointment tomorrow?,chat
deepseek-00153,Can you recommend a movie to watch tonight?,chat
deepseek-00044,Shake your head if you disagree.,motion_query
deepseek-00183,Can you give me directions to the nearest hospital?,chat
deepseek-00333,Can you solve this math problem: 3x + 7 = 22?,chat
deepseek-00305,Move closer so I can see you.,motion_query
deepseek-00299,What is your opinion on climate change?,chat
deepseek-00411,Raise your arm to wave hello.,motion_query
deepseek-00392,What is the speed of light?,chat
deepseek-00198,Tell me the steps to change a car tire.,chat
deepseek-00335,Catch the ball.,motion_query
deepseek-00434,Do a silly dance.,motion_query
deepseek-00154,What's your favorite color?,chat
deepseek-00248,Where can I find a good coffee shop near here?,chat
deepseek-00282,Can you differentiate between empathy and sympathy?,chat
deepseek-00057,I need a motivational quote.,chat
deepseek-00107,What are the ingredients for a cake?,chat
deepseek-00283,Wave your hand to say hello.,motion_query
deepseek-00244,Back away from the stairs.,motion_query
deepseek-00372,Can you simplify this math problem?,chat
deepseek-00192,Act out a surprised face.,motion_query
deepseek-00207,Hold still while I measure your height.,motion_query
deepseek-00142,Point to yourself and then to me.,motion_query
deepseek-00179,Crouch down to my level.,motion_query
deepseek-00216,Can you recommend a book on artificial intelligence?,chat
deepseek-00386,Stop moving immediately!,motion_query
deepseek-00382,Demonstrate how to stretch your legs.,motion_query
deepseek-00144,Do you know any good movies from the 90s?,chat
deepseek-00120,Explain how photosynthesis works.,chat
deepseek-00089,Can you write a poem about robots?,chat
deepseek-00218,Lead the way to the conference room.,motion_query
deepseek-00004,Come closer so I can show you something.,motion_query
deepseek-00221,Roll forward a little bit.,motion_query
deepseek-00483,Back away from the edge.,motion_query
deepseek-00369,How does photosynthesis work?,chat
deepseek-00266,Show me how to do a squat.,motion_query
deepseek-00399,Carry these boxes to the garage.,motion_query
deepseek-00084,What are the advantages of solar energy?,chat
deepseek-00019,Turn around slowly.,motion_query
deepseek-00317,What are your thoughts on artificial intelligence?,chat
deepseek-00220,Move the chair under the table.,motion_query
deepseek-00405,Can you help me plan a birthday party?,chat
deepseek-00463,Can you summarize this article for me?,chat
deepseek-00088,What ingredients are in this recipe?,chat
deepseek-00139,What are the steps to bake a cake?,chat
deepseek-00037,Raise your right arm.,motion_query
deepseek-00140,Nod your head if you understand.,motion_query
deepseek-00319,Crawl under the table.,motion_query
deepseek-00157,What's the recipe for chocolate cake?,chat
deepseek-00287,Wave your hand if you understand.,motion_query
deepseek-00166,Stop waving your arm.,motion_query
deepseek-00348,Use your hand to block the light.,motion_query
deepseek-00103,Walk in a circle around me.,motion_query
deepseek-00100,Point at the red object.,motion_query
deepseek-00067,Can you suggest a healthy breakfast?,chat
deepseek-00447,Answer by bowing.,motion_query
deepseek-00397,How do I change a flat tire?,chat
deepseek-00152,"Lower your arm, it's too high.",motion_query
deepseek-00393,Can you recommend a good book?,chat
deepseek-00029,What's the weather like outside?,chat
deepseek-00087,Gesture 'come here' with your hand.,motion_query
deepseek-00394,Shrug your shoulders to say 'I don't know'.,motion_query
deepseek-00275,Step back two meters.,motion_query
deepseek-00010,Place the book on the top shelf.,motion_query
deepseek-00039,Point to the exit.,motion_query
deepseek-00040,Can you tell me a story?,chat
deepseek-00136,Can you give me a list of healthy snacks?,chat
deepseek-00374,Bring me the remote control from the table.,motion_query
deepseek-00077,Explain the theory of relativity.,chat
deepseek-00191,Can you help me write an email to my boss?,chat
deepseek-00322,Point at the red button.,motion_query
deepseek-00182,Why is my phone battery draining fast?,chat
deepseek-00361,What is the capital of France?,chat
deepseek-00032,What does this button do?,chat
deepseek-00180,Shake your head.,motion_query
deepseek-00404,Stop moving and stay still.,motion_query
deepseek-00323,What's the schedule for today?,chat
deepseek-00163,Demonstrate how to clap your hands.,motion_query
deepseek-00428,Shake your head no.,motion_query
deepseek-00306,Follow me to the conference room.,motion_query
deepseek-00062,Can you remember my name?,chat
deepseek-00197,Turn around and face the wall.,motion_query
deepseek-00027,Can you help me plan my vacation itinerary?,chat
deepseek-00291,I feel sad today. Can you cheer me up?,chat
deepseek-00491,Tell me a story about a dragon.,chat
deepseek-00002,What's the difference between a cat and a dog?,chat
deepseek-00316,Nod your head twice.,motion_query
deepseek-00041,What are your capabilities for object detection?,chat
deepseek-00014,Can you solve this math problem for me?,chat
deepseek-00242,I'm feeling sad today.,chat
deepseek-00318,What's the latest news?,chat
deepseek-00459,Move the chair to the left.,motion_query
deepseek-00070,Hand me the remote control.,motion_query
deepseek-00190,Nod your head if you agree.,motion_query
deepseek-00343,Explain without moving.,chat
deepseek-00498,"My laptop won't turn on, what should I check first?",chat
deepseek-00119,Pick up the cup from the table.,motion_query
deepseek-00046,What is the best way to learn coding?,chat
deepseek-00325,Give me a thumbs up.,motion_query
deepseek-00310,What's your opinion on renewable energy?,chat
deepseek-00233,Can you help me write an email?,chat
deepseek-00020,Imitate a cat stretching.,motion_query
deepseek-00342,Push that button on the panel.,motion_query
deepseek-00471,Hold this box while I tape it.,motion_query
deepseek-00362,Bring me a glass of water.,motion_query
deepseek-00170,Clap your hands three times.,motion_query
deepseek-00288,Could you recommend a good book on robotics?,chat
deepseek-00245,Act out a happy emotion.,motion_query
deepseek-00101,What did you have for breakfast?,chat
deepseek-00164,Lift the box onto the table.,motion_query
deepseek-00076,Explain the theory of relativity in simple terms.,chat
deepseek-00263,Imitate my hand gesture.,motion_query
deepseek-00359,"I'm feeling lonely, can you talk to me?",chat
deepseek-00018,Explain how a car engine works.,chat
deepseek-00395,Can you explain the rules of chess?,chat
deepseek-00193,What's the capital of France?,chat
deepseek-00047,Lower your voice (but no motion needed).,chat
deepseek-00260,Hold your arm up for five seconds.,motion_query
deepseek-00426,Press the button on the microwave.,motion_query
deepseek-00009,Stay where you are.,motion_query
deepseek-00486,What movies are playing tonight?,chat
deepseek-00045,Bow to the audience.,motion_query
deepseek-00105,Show me how to do a cartwheel.,motion_query
deepseek-00349,Gesture for me to come closer.,motion_query
deepseek-00432,"I'm feeling lonely, can you keep me company?",chat
deepseek-00206,Can you tell me a joke without moving?,chat
deepseek-00284,Hold your position until I return.,motion_query
deepseek-00080,Tell me a fun fact about space.,chat
deepseek-00346,Tell me about your daily routines.,chat
deepseek-00294,Stop moving and stay where you are.,motion_query
deepseek-00118,What's the best time to visit Japan?,chat
deepseek-00464,Spin around once.,motion_query
deepseek-00124,Catch this ball.,motion_query
deepseek-00162,Can you list the steps to bake bread?,chat
deepseek-00494,Wave goodbye to the guests.,motion_query
deepseek-00173,Turn your head to look at the painting.,motion_query
deepseek-00387,What's your opinion on artificial intelligence?,chat
deepseek-00125,Do you know any good recipes for pasta?,chat
deepseek-00238,Close the door behind you.,motion_query
deepseek-00187,Back up three steps.,motion_query
deepseek-00230,What's the time in Tokyo?,chat
deepseek-00224,"I'm having a tough day, can you say something encouraging?",chat
deepseek-00003,Be still and let me measure your height.,motion_query
deepseek-00115,Compose a poem about autumn.,chat
deepseek-00174,Hold this book up.,motion_query
deepseek-00365,Push the button to start.,motion_query
deepseek-00110,How do I boil an egg perfectly?,chat
deepseek-00175,Point to the exit door.,motion_query
deepseek-00473,Show me your dance moves.,motion_query
deepseek-00098,Explain how to change a tire.,chat
deepseek-00184,How many languages do you speak?,chat
deepseek-00210,Can you suggest a good workout routine?,chat
deepseek-00262,How does a microwave work?,chat
deepseek-00053,Point to the picture on the wall.,motion_query
deepseek-00001,What's your favorite hobby?,chat
deepseek-00465,Can you help me plan a weekly menu?,chat
deepseek-00340,Can you tell me a fun fact about Mars?,chat
deepseek-00480,How do I set up a meeting in Outlook?,chat
deepseek-00496,Raise your hand if you agree.,motion_query
deepseek-00007,What's a good recipe for pasta?,chat
deepseek-00240,How do I say 'thank you' in Japanese?,chat
deepseek-00425,Orient your camera toward the whiteboard.,motion_query
deepseek-00226,Get down from the ledge.,motion_query
deepseek-00168,Tell me about your programming language.,chat
deepseek-00052,Wave your hand goodbye.,motion_query
deepseek-00484,What is the capital of Australia?,chat
deepseek-00228,Turn the handle clockwise.,motion_query
