id,utterance,label
deepseek-extra800-00051,"My laptop keeps freezing, any ideas?",chat
deepseek-extra800-00052,How do I get to the train station from here?,chat
deepseek-extra800-00053,Bow as if greeting someone.,motion_query
deepseek-extra800-00054,Show me how to bow using your body.,motion_query
deepseek-extra800-00055,Please hand me the remote.,motion_query
deepseek-extra800-00056,Can you remind me to call mom at 3 PM?,chat
deepseek-extra800-00057,What is the best way to clean this surface?,chat
deepseek-extra800-00058,I need a recipe for a quick dinner.,chat
deepseek-extra800-00059,Can you help me plan a weekly workout routine?,chat
deepseek-extra800-00060,Can you recognize different faces?,chat
deepseek-extra800-00061,Do you know any good exercises for back pain?,chat
deepseek-extra800-00062,"Please answer only with words, no actions.",chat
deepseek-extra800-00063,Walk over to the whiteboard.,motion_query
deepseek-extra800-00064,Can you show me what you mean?,chat
deepseek-extra800-00065,What is the recipe for pancakes?,chat
deepseek-extra800-00066,What is the best strategy for learning a new language?,chat
deepseek-extra800-00067,Walk to the corner of the room.,motion_query
deepseek-extra800-00068,What time is the sunset?,chat
deepseek-extra800-00069,Walk over to the window.,motion_query
deepseek-extra800-00070,Hold your position until I say so.,motion_query
deepseek-extra800-00071,Hold still while I attach this sensor.,motion_query
deepseek-extra800-00072,Can you describe your sensors?,chat
deepseek-extra800-00073,How do I reboot the system?,chat
deepseek-extra800-00074,I feel sad today. Can you cheer me up with words?,chat
deepseek-extra800-00075,What are some tips for staying productive?,chat
deepseek-extra800-00076,What are some good ways to reduce stress?,chat
deepseek-extra800-00077,Raise your arm to signal.,motion_query
deepseek-extra800-00078,Can you list your available sensors?,chat
deepseek-extra800-00079,Take a step to your left.,motion_query
deepseek-extra800-00080,Do you have emotions like humans do?,chat
deepseek-extra800-00081,What is the capital of Japan?,chat
deepseek-extra800-00082,Pick up the ball from the floor.,motion_query
deepseek-extra800-00083,What are some common causes of headaches?,chat
deepseek-extra800-00084,Look at the painting on the left.,motion_query
deepseek-extra800-00085,Can you learn new tasks?,chat
deepseek-extra800-00086,Can you carry this box to the car?,motion_query
deepseek-extra800-00087,Hold your position until I say otherwise.,motion_query
deepseek-extra800-00088,Move the basket to the left.,motion_query
deepseek-extra800-00089,Pick up that ball and hand it to me.,motion_query
deepseek-extra800-00090,What's on my schedule for today?,chat
deepseek-extra800-00091,Can you calculate the tip for a $45 bill at 15%?,chat
deepseek-extra800-00092,Close the window gently.,motion_query
deepseek-extra800-00093,Can you give me advice on dealing with stress?,chat
deepseek-extra800-00094,Move left and stop at the marker.,motion_query
deepseek-extra800-00095,Move three steps to the left.,motion_query
deepseek-extra800-00096,Point at the number on the screen.,motion_query
deepseek-extra800-00097,Can you help me write a thank-you note?,chat
deepseek-extra800-00098,Bend forward to pick up the paper.,motion_query
deepseek-extra800-00099,What do you recommend for dinner tonight?,chat
deepseek-extra800-00100,Please pick up that pen from the floor.,motion_query
deepseek-extra800-00101,Raise your hand if you hear me.,motion_query
deepseek-extra800-00102,How long does it take to travel to Mars?,chat
deepseek-extra800-00103,Can you solve this math problem verbally?,chat
deepseek-extra800-00104,Can you compose a poem about friendship?,chat
deepseek-extra800-00105,I'm feeling stressed. Can you calm me down?,chat
deepseek-extra800-00106,Can you tell me about the history of the wheel?,chat
deepseek-extra800-00107,Stop moving!,motion_query
deepseek-extra800-00108,Which song should I play for a relaxing evening?,chat
deepseek-extra800-00109,Fetch my phone from the desk.,motion_query
deepseek-extra800-00110,Guard the entrance.,motion_query
deepseek-extra800-00111,How do I improve my vocabulary?,chat
deepseek-extra800-00112,Follow the blue line on the floor.,motion_query
deepseek-extra800-00113,What does the term 'robot ethics' mean?,chat
deepseek-extra800-00114,Hold still while I adjust your sensor.,motion_query
deepseek-extra800-00115,What does it mean to be empathetic?,chat
deepseek-extra800-00116,Pick up that cup.,motion_query
deepseek-extra800-00117,Can you suggest a good book for me?,chat
deepseek-extra800-00118,Let's plan a surprise party for Sarah.,chat
deepseek-extra800-00119,Explain the concept of machine learning.,chat
deepseek-extra800-00120,Can you help me draft a response to a job offer?,chat
deepseek-extra800-00121,"I'm feeling stressed, can you help me relax?",chat
deepseek-extra800-00122,Can you help me plan a weekly schedule?,chat
deepseek-extra800-00123,Do you think it will rain today?,chat
deepseek-extra800-00124,Demonstrate a backflip.,motion_query
deepseek-extra800-00125,Point at the person in the red shirt.,motion_query
deepseek-extra800-00126,What should I do this weekend?,chat
deepseek-extra800-00127,I need advice on how to improve my public speaking.,chat
deepseek-extra800-00128,I need advice on handling stress at work.,chat
deepseek-extra800-00129,Hold still while I clean your sensor.,motion_query
deepseek-extra800-00130,Should I take the bus or walk to work?,chat
deepseek-extra800-00131,Fetch the red ball.,motion_query
deepseek-extra800-00132,I need help with my math homework. Can you explain calculus?,chat
deepseek-extra800-00133,I need help planning my week.,chat
deepseek-extra800-00134,What is your name?,chat
deepseek-extra800-00135,Stop right there!,motion_query
deepseek-extra800-00136,What are your favorite genres of music?,chat
deepseek-extra800-00137,Tell me a fun fact about Mars.,chat
deepseek-extra800-00138,Turn right.,motion_query
deepseek-extra800-00139,Follow that person and stay three feet behind.,motion_query
deepseek-extra800-00140,Use a hand gesture to tell me yes.,motion_query
deepseek-extra800-00141,Can you list your features?,chat
deepseek-extra800-00142,Point to the person who spoke.,motion_query
deepseek-extra800-00143,How long will it take to charge your battery?,chat
deepseek-extra800-00144,Turn towards the sound of my voice.,motion_query
deepseek-extra800-00145,Show me your dancing moves.,motion_query
deepseek-extra800-00146,Stand still and don't move.,motion_query
deepseek-extra800-00147,How do I reset the alarm system?,chat
deepseek-extra800-00148,Can you summarize the plot of Harry Potter?,chat
deepseek-extra800-00149,Remind me to buy milk later.,chat
deepseek-extra800-00150,My laptop is running slow. What should I do?,chat
deepseek-extra800-00151,Reach out and touch the red button.,motion_query
deepseek-extra800-00152,Nod yes.,motion_query
deepseek-extra800-00153,I need a list of emergency numbers.,chat
deepseek-extra800-00154,What languages do you understand?,chat
deepseek-extra800-00155,Bring me a cup of water.,motion_query
deepseek-extra800-00156,What should I do to prepare for a job interview?,chat
deepseek-extra800-00157,Should I take the train or bus to work?,chat
deepseek-extra800-00158,Walk to the kitchen and bring me a cup.,motion_query
deepseek-extra800-00159,Tell me about your favorite memory.,chat
deepseek-extra800-00160,Tell me about your software update process.,chat
deepseek-extra800-00161,Raise your left arm and then your right.,motion_query
deepseek-extra800-00162,Pick up the box and place it on the shelf.,motion_query
deepseek-extra800-00163,Can you describe the painting on the wall?,chat
deepseek-extra800-00164,How does your speech recognition work?,chat
deepseek-extra800-00165,"I'm feeling anxious, any relaxation tips?",chat
deepseek-extra800-00166,Stop immediately.,motion_query
deepseek-extra800-00167,Imitate a bird flapping its wings.,motion_query
deepseek-extra800-00168,Tell me a riddle.,chat
deepseek-extra800-00169,Carry the box to the storage room.,motion_query
deepseek-extra800-00170,Can you explain the difference between a virus and a bacterium?,chat
deepseek-extra800-00171,Do you think it will rain tomorrow?,chat
deepseek-extra800-00172,Can you tell me more about your capabilities?,chat
deepseek-extra800-00173,Demonstrate a golf swing.,motion_query
deepseek-extra800-00174,Can you tell me about your navigation system?,chat
deepseek-extra800-00175,Give me advice on staying motivated.,chat
deepseek-extra800-00176,Pick up that fallen piece of paper.,motion_query
deepseek-extra800-00177,Can you help me practice for an interview?,chat
deepseek-extra800-00178,How do I reset the password on my account?,chat
deepseek-extra800-00179,Cover your eyes with your hands.,motion_query
deepseek-extra800-00180,Could you explain the difference between a stroke and a heart attack?,chat
deepseek-extra800-00181,Please raise your right hand.,motion_query
deepseek-extra800-00182,What's the best time to leave for the airport?,chat
deepseek-extra800-00183,What are some good restaurants nearby?,chat
deepseek-extra800-00184,Show me how to whistle.,motion_query
deepseek-extra800-00185,Can you describe your obstacle avoidance system?,chat
deepseek-extra800-00186,Bow your head.,motion_query
deepseek-extra800-00187,Do you have any advice for staying motivated?,chat
deepseek-extra800-00188,Hold your position for ten seconds.,motion_query
deepseek-extra800-00189,Can you explain how neural networks work?,chat
deepseek-extra800-00190,Can you give me directions to the park?,chat
deepseek-extra800-00191,Signal 'yes' by blinking twice.,motion_query
deepseek-extra800-00192,Nod your head to agree.,motion_query
deepseek-extra800-00193,Gaze at the picture on the wall.,motion_query
deepseek-extra800-00194,What's a good recipe for a quick dinner?,chat
deepseek-extra800-00195,Describe the layout of the house.,chat
deepseek-extra800-00196,Act out a lion.,motion_query
deepseek-extra800-00197,Can you remember what I asked you yesterday?,chat
deepseek-extra800-00198,I need advice on handling a difficult coworker.,chat
deepseek-extra800-00199,Turn left and go to the kitchen.,motion_query
deepseek-extra800-00200,Can you help me plan a picnic?,chat
deepseek-extra800-00201,Which is the best restaurant in town for Italian food?,chat
deepseek-extra800-00202,Describe the plot of Romeo and Juliet.,chat
deepseek-extra800-00203,Show me how to perform a somersault.,motion_query
deepseek-extra800-00204,Nod once if you understand.,motion_query
deepseek-extra800-00205,Lower your gripper.,motion_query
deepseek-extra800-00206,Act out being a robot waking up.,motion_query
deepseek-extra800-00207,Can you give me some tips for better sleep?,chat
deepseek-extra800-00208,Explain the concept of metaphor.,chat
deepseek-extra800-00209,What if I ask you two questions at once?,chat
deepseek-extra800-00210,Act out a simple dance move.,motion_query
deepseek-extra800-00211,Salute the flag.,motion_query
deepseek-extra800-00212,Gesture to the left.,motion_query
deepseek-extra800-00213,"I have a headache, what should I do?",chat
deepseek-extra800-00214,Look at the red object on my left.,motion_query
deepseek-extra800-00215,Point at the exit sign.,motion_query
deepseek-extra800-00216,How long have you been operating?,chat
deepseek-extra800-00217,Raise your right hand.,motion_query
deepseek-extra800-00218,Point at the picture on the wall.,motion_query
deepseek-extra800-00219,Can you list the ingredients for a salad?,chat
deepseek-extra800-00220,Explain the steps to change a tire.,chat
deepseek-extra800-00221,How much can you lift?,chat
deepseek-extra800-00222,Go to the corner and wait there.,motion_query
deepseek-extra800-00223,Can you explain the water cycle?,chat
deepseek-extra800-00224,Walk to the charging station.,motion_query
deepseek-extra800-00225,Grab the cup and hand it to me.,motion_query
deepseek-extra800-00226,What should I do if I feel lonely?,chat
deepseek-extra800-00227,What's the difference between a robot and an AI?,chat
deepseek-extra800-00228,Please explain that without moving.,chat
deepseek-extra800-00229,Describe your capabilities in simple terms.,chat
deepseek-extra800-00230,Pick up the red cup from the table.,motion_query
deepseek-extra800-00231,Give a thumbs up if you like it.,motion_query
deepseek-extra800-00232,What movie do you recommend?,chat
deepseek-extra800-00233,Can you demonstrate how to do a push-up?,motion_query
deepseek-extra800-00234,Act like a dog for a moment.,motion_query
deepseek-extra800-00235,Can you summarize the news today?,chat
deepseek-extra800-00236,Demonstrate the yoga pose.,motion_query
deepseek-extra800-00237,Should I take the train or bus to the airport?,chat
deepseek-extra800-00238,What are some fun weekend activities?,chat
deepseek-extra800-00239,Bring me that red book on the table.,motion_query
deepseek-extra800-00240,Write the number 5 on the whiteboard.,motion_query
deepseek-extra800-00241,Let's discuss philosophy.,chat
deepseek-extra800-00242,Stay there until I return.,motion_query
deepseek-extra800-00243,I need advice on how to negotiate a salary.,chat
deepseek-extra800-00244,What movie would you suggest for a family night?,chat
deepseek-extra800-00245,Stay in place until I come back.,motion_query
deepseek-extra800-00246,What should I have for dinner tonight?,chat
deepseek-extra800-00247,Can you remind me to buy groceries at 5 PM?,chat
deepseek-extra800-00248,Move to the left a little.,motion_query
deepseek-extra800-00249,What's the difference between affect and effect?,chat
deepseek-extra800-00250,How do I train for a 5K run?,chat
deepseek-extra800-00251,Can you explain how to change a tire?,chat
deepseek-extra800-00252,What is the best way to study for exams?,chat
deepseek-extra800-00253,What are some ways to reduce stress?,chat
deepseek-extra800-00254,Can you give me advice on handling stress?,chat
deepseek-extra800-00255,Hand me that wrench.,motion_query
deepseek-extra800-00256,Can you explain how to bake a cake?,chat
deepseek-extra800-00257,Act out the emotion 'surprise'.,motion_query
deepseek-extra800-00258,Scan the barcode on the package.,motion_query
deepseek-extra800-00259,Use a gesture to show agreement.,motion_query
deepseek-extra800-00260,Do you have any advice for reducing stress?,chat
deepseek-extra800-00261,How long will it take to charge the battery?,chat
deepseek-extra800-00262,What movie would you recommend for a family night?,chat
deepseek-extra800-00263,Raise your arm to wave.,motion_query
deepseek-extra800-00264,Show a sad expression.,motion_query
deepseek-extra800-00265,Act like you are thinking.,motion_query
deepseek-extra800-00266,Spin in a circle once.,motion_query
deepseek-extra800-00267,Turn left and point to the door.,motion_query
deepseek-extra800-00268,Guide my hand to the handle.,motion_query
deepseek-extra800-00269,Move the pen to the left.,motion_query
deepseek-extra800-00270,How long have you been operational?,chat
deepseek-extra800-00271,Turn on the light with your hand.,motion_query
deepseek-extra800-00272,Walk to the whiteboard and pick up a marker.,motion_query
deepseek-extra800-00273,Clear the table.,motion_query
deepseek-extra800-00274,Please hand me that book on the shelf.,motion_query
deepseek-extra800-00275,Take a bow after the performance.,motion_query
deepseek-extra800-00276,Gesture for 'come here'.,motion_query
deepseek-extra800-00277,Do you have any suggestions for a good book?,chat
deepseek-extra800-00278,Lead the way to the meeting room.,motion_query
deepseek-extra800-00279,Turn toward the door.,motion_query
deepseek-extra800-00280,Explain the difference between RAM and ROM.,chat
deepseek-extra800-00281,Raise your hand if you need help.,motion_query
deepseek-extra800-00282,Follow me to the office.,motion_query
deepseek-extra800-00283,Identify the red object by pointing at it.,motion_query
deepseek-extra800-00284,Can you describe your vision system?,chat
deepseek-extra800-00285,Point to the nearest exit door.,motion_query
deepseek-extra800-00286,Hold still while I measure you.,motion_query
deepseek-extra800-00287,What is the best way to cook pasta?,chat
deepseek-extra800-00288,Walk in a circle around the chair.,motion_query
deepseek-extra800-00289,Raise your right arm and wave.,motion_query
deepseek-extra800-00290,Back away slowly from the object.,motion_query
deepseek-extra800-00291,What capabilities do you have as a robot?,chat
deepseek-extra800-00292,Sweep the floor with your arm.,motion_query
deepseek-extra800-00293,My phone won't turn on. Any ideas?,chat
deepseek-extra800-00294,Can you give me step-by-step instructions to bake a cake?,chat
deepseek-extra800-00295,Lower your arm and relax.,motion_query
deepseek-extra800-00296,What does the term 'irony' mean?,chat
deepseek-extra800-00297,Pick up the book from the table and hand it to me.,motion_query
deepseek-extra800-00298,How do I get to the nearest pharmacy?,chat
deepseek-extra800-00299,Describe the process of mitosis.,chat
deepseek-extra800-00300,What steps should I take to improve my public speaking?,chat
deepseek-extra800-00301,How does the camera on your head work?,chat
deepseek-extra800-00302,Copy my dance moves.,motion_query
deepseek-extra800-00303,Give me tips for public speaking.,chat
deepseek-extra800-00304,Can you suggest a recipe for dinner?,chat
deepseek-extra800-00305,Can you list your capabilities?,chat
deepseek-extra800-00306,What is your weight capacity?,chat
deepseek-extra800-00307,Scan the room from side to side.,motion_query
deepseek-extra800-00308,I need advice on handling a difficult colleague.,chat
deepseek-extra800-00309,I feel stressed about the upcoming exam.,chat
deepseek-extra800-00310,What tasks are you capable of performing?,chat
deepseek-extra800-00311,Shake hands with the person next to me.,motion_query
deepseek-extra800-00312,Walk over to the door and open it.,motion_query
deepseek-extra800-00313,Walk three steps forward.,motion_query
deepseek-extra800-00314,Can you recommend a good book on mindfulness?,chat
deepseek-extra800-00315,Why is my computer running slowly?,chat
deepseek-extra800-00316,Make a fist and pump it in the air.,motion_query
deepseek-extra800-00317,Can you give me tips for public speaking?,chat
deepseek-extra800-00318,I'm feeling a bit down; can you cheer me up?,chat
deepseek-extra800-00319,Could you explain how to change a tire?,chat
deepseek-extra800-00320,Can you recommend a good book for learning Python?,chat
deepseek-extra800-00321,Can you recommend a movie similar to Inception?,chat
deepseek-extra800-00322,How do I make new friends?,chat
deepseek-extra800-00323,Come closer and look at this picture.,motion_query
deepseek-extra800-00324,Can you give me a step-by-step guide to bake a cake?,chat
deepseek-extra800-00325,Pick up the box and place it on the table.,motion_query
deepseek-extra800-00326,Raise your arm to signal a stop.,motion_query
deepseek-extra800-00327,Raise your hand when you hear your name.,motion_query
deepseek-extra800-00328,Can you help me set a reminder?,chat
deepseek-extra800-00329,What time is it currently?,chat
deepseek-extra800-00330,Can you suggest a workout routine for beginners?,chat
deepseek-extra800-00331,Can you define 'machine learning'?,chat
deepseek-extra800-00332,Pick up the fallen book.,motion_query
deepseek-extra800-00333,Can you remind me to buy milk tomorrow?,chat
deepseek-extra800-00334,Can you summarize the news headlines for today?,chat
deepseek-extra800-00335,Gesture towards the door.,motion_query
deepseek-extra800-00336,How do I cook spaghetti?,chat
deepseek-extra800-00337,Point to the floor.,motion_query
deepseek-extra800-00338,"If I want to learn Spanish, where should I start?",chat
deepseek-extra800-00339,Can you describe what a black hole is?,chat
deepseek-extra800-00340,Open your gripper.,motion_query
deepseek-extra800-00341,What's a good book to read on a rainy day?,chat
deepseek-extra800-00342,Hand me the red marker.,motion_query
deepseek-extra800-00343,Stand still for two minutes.,motion_query
deepseek-extra800-00344,Move the red block to the left.,motion_query
deepseek-extra800-00345,What does 'machine learning' mean?,chat
deepseek-extra800-00346,Answer by gesturing towards the whiteboard.,motion_query
deepseek-extra800-00347,Make a fist and then open your hand.,motion_query
deepseek-extra800-00348,Raise your hand to stop the traffic.,motion_query
deepseek-extra800-00349,"If my laptop won't start, what should I check first?",chat
deepseek-extra800-00350,Walk to the end of the hall and stop.,motion_query
deepseek-extra800-00351,How far can you reach with your arm?,chat
deepseek-extra800-00352,What's a good gift for a friend who loves cooking?,chat
deepseek-extra800-00353,Bring me the red book from the table.,motion_query
deepseek-extra800-00354,Demonstrate a proper push-up form.,motion_query
deepseek-extra800-00355,Nod if you understand me.,motion_query
deepseek-extra800-00356,How do I fix a frozen computer screen?,chat
deepseek-extra800-00357,Crouch down and look under the sofa.,motion_query
deepseek-extra800-00358,Can you translate this sentence into Spanish?,chat
deepseek-extra800-00359,Take this tray to the table over there.,motion_query
deepseek-extra800-00360,What steps should I take to start a garden?,chat
deepseek-extra800-00361,Guide me to the conference room.,motion_query
deepseek-extra800-00362,Act out a robot malfunction.,motion_query
deepseek-extra800-00363,Can you explain the plot of 'Inception'?,chat
deepseek-extra800-00364,Hold this object for me for a moment.,motion_query
deepseek-extra800-00365,Stop and stay in that position.,motion_query
deepseek-extra800-00366,Hand me the pen.,motion_query
deepseek-extra800-00367,Describe your personality.,chat
deepseek-extra800-00368,Give me a detailed description.,chat
deepseek-extra800-00369,What are the ingredients for pancakes?,chat
deepseek-extra800-00370,Stand still while I take a photo.,motion_query
deepseek-extra800-00371,"Lower your arm, please.",motion_query
deepseek-extra800-00372,What are some good study habits?,chat
deepseek-extra800-00373,How do I train my dog?,chat
deepseek-extra800-00374,Stand still for a photo.,motion_query
deepseek-extra800-00375,Stand on one foot.,motion_query
deepseek-extra800-00376,How do I boil an egg?,chat
deepseek-extra800-00377,Tell me a story about robots.,chat
deepseek-extra800-00378,"I don't understand this math problem, can you explain it?",chat
deepseek-extra800-00379,Please only respond with words.,chat
deepseek-extra800-00380,Answer me by raising your hand.,motion_query
deepseek-extra800-00381,Point to the book on the shelf.,motion_query
deepseek-extra800-00382,Show me how you can balance on one leg.,motion_query
deepseek-extra800-00383,Answer by tapping your foot.,motion_query
deepseek-extra800-00384,Come closer and look at this object.,motion_query
deepseek-extra800-00385,Explain how neural networks work.,chat
deepseek-extra800-00386,Sit down on the chair next to me.,motion_query
deepseek-extra800-00387,Describe the process of recycling plastic.,chat
deepseek-extra800-00388,Do you think I should accept the job offer?,chat
deepseek-extra800-00389,What should I cook for a quick dinner?,chat
deepseek-extra800-00390,Tell me something interesting about space.,chat
deepseek-extra800-00391,What does this error message mean?,chat
deepseek-extra800-00392,What does your face look like when you are happy?,chat
deepseek-extra800-00393,What are the main differences between cats and dogs?,chat
deepseek-extra800-00394,Can you recommend a good movie to watch?,chat
deepseek-extra800-00395,Move the box to the left.,motion_query
deepseek-extra800-00396,What are your favorite hobbies?,chat
deepseek-extra800-00397,Hold this bottle for me.,motion_query
deepseek-extra800-00398,Can you help me plan a healthy meal for the week?,chat
deepseek-extra800-00399,Take a step forward and stop.,motion_query
deepseek-extra800-00400,Pick up that cup and hand it to me.,motion_query
deepseek-extra800-00401,Raise your arm and wave hello.,motion_query
deepseek-extra800-00402,Bring me that red book from the shelf.,motion_query
deepseek-extra800-00403,What do you think about art?,chat
deepseek-extra800-00404,How do I set a reminder for my medication?,chat
deepseek-extra800-00405,How long does it take to learn a new language?,chat
deepseek-extra800-00406,Can you clarify what you meant by 'autonomous'?,chat
deepseek-extra800-00407,Help me plan a weekend itinerary for Paris.,chat
deepseek-extra800-00408,How do I create a strong password?,chat
deepseek-extra800-00409,List the steps to bake a chocolate cake.,chat
deepseek-extra800-00410,How does the weather look today?,chat
deepseek-extra800-00411,Bow deeply to greet the guest.,motion_query
deepseek-extra800-00412,Stop moving right now!,motion_query
deepseek-extra800-00413,How do you prioritize tasks?,chat
deepseek-extra800-00414,What should I pack for a hiking trip?,chat
deepseek-extra800-00415,Please explain the theory of relativity in simple terms.,chat
deepseek-extra800-00416,"I'm feeling sad, can you tell me a joke?",chat
deepseek-extra800-00417,How good are you at recognizing faces?,chat
deepseek-extra800-00418,Push the box closer to me.,motion_query
deepseek-extra800-00419,Demonstrate how to bow properly.,motion_query
deepseek-extra800-00420,Point to the one you like best.,motion_query
deepseek-extra800-00421,"I'm feeling a bit down, do you have any advice?",chat
deepseek-extra800-00422,Hold your hand out for a high-five.,motion_query
deepseek-extra800-00423,Can you suggest a good movie for tonight?,chat
deepseek-extra800-00424,What's the weather forecast today?,chat
deepseek-extra800-00425,Act like you are sad.,motion_query
deepseek-extra800-00426,Nod twice to show you understand.,motion_query
deepseek-extra800-00427,Please explain the term machine learning.,chat
deepseek-extra800-00428,What are the best exercises for lower back pain?,chat
deepseek-extra800-00429,Give a thumbs up if you agree.,motion_query
deepseek-extra800-00430,Hold your position and do not move.,motion_query
deepseek-extra800-00431,"I'm feeling stressed, can you give me some encouragement?",chat
deepseek-extra800-00432,I feel a bit down today. Can you cheer me up?,chat
deepseek-extra800-00433,Do you have any advice for improving posture?,chat
deepseek-extra800-00434,Hold the door open.,motion_query
deepseek-extra800-00435,Can you help me plan my schedule for tomorrow?,chat
deepseek-extra800-00436,Wave goodbye to the audience.,motion_query
deepseek-extra800-00437,Show me how to wave goodbye.,motion_query
deepseek-extra800-00438,Answer by raising your left hand.,motion_query
deepseek-extra800-00439,Act out a penguin walking.,motion_query
deepseek-extra800-00440,Can you recommend a healthy breakfast?,chat
deepseek-extra800-00441,Close the cabinet door gently.,motion_query
deepseek-extra800-00442,Why did my computer crash?,chat
deepseek-extra800-00443,Take this book and place it on the shelf.,motion_query
deepseek-extra800-00444,Act like a dog for a few seconds.,motion_query
deepseek-extra800-00445,What's the weather like tomorrow?,chat
deepseek-extra800-00446,Guide my hand to the right tool.,motion_query
deepseek-extra800-00447,Move to the right so I can see the screen.,motion_query
deepseek-extra800-00448,Put your hand on your heart.,motion_query
deepseek-extra800-00449,Explain the concept of machine learning simply.,chat
deepseek-extra800-00450,Help me plan a dinner menu for four.,chat
deepseek-extra800-00451,Point to the red box on the table.,motion_query
deepseek-extra800-00452,Stop and stay where you are.,motion_query
deepseek-extra800-00453,Show me where the restroom is by gesturing.,motion_query
deepseek-extra800-00454,What does 'ephemeral' mean?,chat
deepseek-extra800-00455,I'm feeling anxious. Can you say something calming?,chat
deepseek-extra800-00456,Can you keep a secret?,chat
deepseek-extra800-00457,How can I reduce my carbon footprint?,chat
deepseek-extra800-00458,Move closer to the whiteboard.,motion_query
deepseek-extra800-00459,Move forward a few steps.,motion_query
deepseek-extra800-00460,Open the door and hold it for me.,motion_query
deepseek-extra800-00461,Tap your foot three times.,motion_query
deepseek-extra800-00462,Point to the red car.,motion_query
deepseek-extra800-00463,Give me a thumbs up sign.,motion_query
deepseek-extra800-00464,Do you think artificial intelligence will replace humans?,chat
deepseek-extra800-00465,Look at the ceiling for five seconds.,motion_query
deepseek-extra800-00466,Wave to the audience.,motion_query
deepseek-extra800-00467,Turn towards the door.,motion_query
deepseek-extra800-00468,Lean closer and whisper.,motion_query
deepseek-extra800-00469,Show me the way to the conference room by leading.,motion_query
deepseek-extra800-00470,Hold your position.,motion_query
deepseek-extra800-00471,Hand me the book from the shelf.,motion_query
deepseek-extra800-00472,How does a computer processor work?,chat
deepseek-extra800-00473,Gesture for me to come over.,motion_query
deepseek-extra800-00474,Pick up that red cup from the table.,motion_query
deepseek-extra800-00475,Can you define 'quantum entanglement'?,chat
deepseek-extra800-00476,Give a thumbs up.,motion_query
deepseek-extra800-00477,How would you plan a surprise party?,chat
deepseek-extra800-00478,Stop all movement immediately.,motion_query
deepseek-extra800-00479,Answer with a gesture instead of words.,motion_query
deepseek-extra800-00480,I need advice on how to study better.,chat
deepseek-extra800-00481,Act out a scene from Hamlet.,motion_query
deepseek-extra800-00482,Carry the box to the truck.,motion_query
deepseek-extra800-00483,Bend forward and touch your toes.,motion_query
deepseek-extra800-00484,I'm feeling sad. Can you cheer me up?,chat
deepseek-extra800-00485,I need advice on cooking pasta.,chat
