id,utterance,label
deepseek2000-00246,Show me how you dance.,motion_query
deepseek2000-00247,Pick up the pencil from the floor.,motion_query
deepseek2000-00248,What's the history of robotics?,chat
deepseek2000-00249,Drop the object on the floor.,motion_query
deepseek2000-00250,Imitate a robot movement.,motion_query
deepseek2000-00251,Nod if you agree.,motion_query
deepseek2000-00252,What's the capital of France?,chat
deepseek2000-00253,Can you help me with my homework?,chat
deepseek2000-00254,Shift your weight to your left foot.,motion_query
deepseek2000-00255,I need advice on how to improve my memory.,chat
deepseek2000-00256,How do I get over a fear of heights?,chat
deepseek2000-00257,Grab the wrench from the toolbox.,motion_query
deepseek2000-00258,Why is the battery draining fast?,chat
deepseek2000-00259,Can you help me plan my itinerary for Paris?,chat
deepseek2000-00260,Signal me when it's safe.,motion_query
deepseek2000-00261,Catch this ball.,motion_query
deepseek2000-00262,Why is my computer running slow?,chat
deepseek2000-00263,How do I remove a stain from a shirt?,chat
deepseek2000-00264,Show me which direction the store is.,motion_query
deepseek2000-00265,Can you help me plan a weekend trip?,chat
deepseek2000-00266,Walk in a circle.,motion_query
deepseek2000-00267,Can you solve this math problem?,chat
deepseek2000-00268,Point to the door.,motion_query
deepseek2000-00269,How do I get a refund for my purchase?,chat
deepseek2000-00270,What is the speed of light?,chat
deepseek2000-00271,I'm planning a trip to Japan. Any tips?,chat
deepseek2000-00272,What steps should I follow to bake a cake?,chat
deepseek2000-00273,Show me a peace sign.,motion_query
deepseek2000-00274,Can you explain quantum physics simply?,chat
deepseek2000-00275,Step forward and bow.,motion_query
deepseek2000-00276,Stand up straight.,motion_query
deepseek2000-00277,What is your favorite song?,chat
deepseek2000-00278,Push the button on the wall.,motion_query
deepseek2000-00279,Hold this object for a moment.,motion_query
deepseek2000-00280,Act out the word 'happy'.,motion_query
deepseek2000-00281,Move out of the way.,motion_query
deepseek2000-00282,Imitate my gesture.,motion_query
deepseek2000-00283,Simplify my schedule for tomorrow.,chat
deepseek2000-00284,Imitate my pose.,motion_query
deepseek2000-00285,What are your safety features?,chat
deepseek2000-00286,Sit down on the sofa.,motion_query
deepseek2000-00287,What are the basic principles of economics?,chat
deepseek2000-00288,Give me a list of healthy breakfast ideas.,chat
deepseek2000-00289,What is the best way to learn a new language?,chat
deepseek2000-00290,Open the drawer carefully.,motion_query
deepseek2000-00291,What should I wear to a job interview?,chat
deepseek2000-00292,Can you explain how taxes work?,chat
deepseek2000-00293,What time is the meeting tomorrow?,chat
deepseek2000-00294,Push the chair back under the table.,motion_query
deepseek2000-00295,I need advice on managing stress.,chat
deepseek2000-00296,What should I wear for a job interview?,chat
deepseek2000-00297,What should I eat for breakfast to be healthy?,chat
deepseek2000-00298,Do you have night vision?,chat
deepseek2000-00299,Hold your position for five seconds.,motion_query
deepseek2000-00300,What are the steps to change a tire?,chat
deepseek2000-00301,Do you like music?,chat
deepseek2000-00302,What is machine learning?,chat
deepseek2000-00303,Show me where the pain is with your hand.,motion_query
deepseek2000-00304,Stand up and stretch.,motion_query
deepseek2000-00305,What should I cook for dinner tonight?,chat
deepseek2000-00306,Can you explain how you process speech?,chat
deepseek2000-00307,Cross your arms over your chest.,motion_query
deepseek2000-00308,What is the capital of Mongolia?,chat
deepseek2000-00309,Turn your head to look at the painting.,motion_query
deepseek2000-00310,How many teeth does an adult have?,chat
deepseek2000-00311,What is the difference between an algorithm and a program?,chat
deepseek2000-00312,Sign the word 'thank you' in sign language.,motion_query
deepseek2000-00313,Move the chair out of the way.,motion_query
deepseek2000-00314,Explain the difference between TCP and UDP.,chat
deepseek2000-00315,Do you support voice commands?,chat
deepseek2000-00316,How do I get to the airport from here?,chat
deepseek2000-00317,Show me how to swing a golf club.,motion_query
deepseek2000-00318,"I'm feeling lonely, can you talk to me?",chat
deepseek2000-00319,How long can you operate on a full charge?,chat
deepseek2000-00320,Hand me the red folder.,motion_query
deepseek2000-00321,Tell me a joke to cheer me up.,chat
deepseek2000-00322,What is the recipe for chocolate cake?,chat
deepseek2000-00323,Move forward two steps.,motion_query
deepseek2000-00324,Hold this book up.,motion_query
deepseek2000-00325,What is quantum physics?,chat
deepseek2000-00326,Tell me about your programming language.,chat
deepseek2000-00327,Back away from the table.,motion_query
deepseek2000-00328,Fetch the remote from the table.,motion_query
deepseek2000-00329,Wave goodbye to the guest.,motion_query
deepseek2000-00330,Stand still while I tie my shoe.,motion_query
deepseek2000-00331,Explain the difference between AI and machine learning.,chat
deepseek2000-00332,Point at the red car.,motion_query
deepseek2000-00333,Pick up that cup from the table.,motion_query
deepseek2000-00334,Lean forward to see better.,motion_query
deepseek2000-00335,Can you remind me to buy milk?,chat
deepseek2000-00336,Gaze at the painting.,motion_query
deepseek2000-00337,Demonstrate how you wave.,motion_query
deepseek2000-00338,What is the meaning of life?,chat
deepseek2000-00339,Can you calculate 15% tip on $45?,chat
deepseek2000-00340,"I'm stuck at a decision, what should I consider?",chat
deepseek2000-00341,Back away from the stairs.,motion_query
deepseek2000-00342,What are your thoughts on climate change?,chat
deepseek2000-00343,Why do stars twinkle?,chat
deepseek2000-00344,Can you help me plan a weekly meal schedule?,chat
deepseek2000-00345,Nod your head twice.,motion_query
deepseek2000-00346,What are your capabilities?,chat
deepseek2000-00347,Fetch my glasses from the table.,motion_query
deepseek2000-00348,Carry this bag to the car.,motion_query
deepseek2000-00349,Recommend a good thriller movie.,chat
deepseek2000-00350,Tell me a story about adventure.,chat
deepseek2000-00351,Stand still.,motion_query
deepseek2000-00352,Can you explain quantum physics?,chat
deepseek2000-00353,Hold still while I measure your height.,motion_query
deepseek2000-00354,What should I do if I feel anxious?,chat
deepseek2000-00355,Can you suggest a workout routine?,chat
deepseek2000-00356,Is there a supermarket nearby?,chat
deepseek2000-00357,"My laptop won't turn on, what should I check first?",chat
deepseek2000-00358,Demonstrate a push-up.,motion_query
deepseek2000-00359,What are the symptoms of flu?,chat
deepseek2000-00360,Trace the shape in the air.,motion_query
deepseek2000-00361,Help me draft a apology letter.,chat
deepseek2000-00362,How do I change the oil in my car?,chat
deepseek2000-00363,Can you tell me the time in Tokyo?,chat
deepseek2000-00364,Take three steps backward.,motion_query
deepseek2000-00365,I need encouragement for my exam tomorrow.,chat
deepseek2000-00366,How do I fix a leaking faucet?,chat
deepseek2000-00367,Act out a cat stretching.,motion_query
deepseek2000-00368,Can you play some calming music?,chat
deepseek2000-00369,Can you help me improve my writing?,chat
deepseek2000-00370,Fetch the newspaper from the porch.,motion_query
deepseek2000-00371,How do I improve my writing skills?,chat
deepseek2000-00372,Demonstrate how to throw a ball.,motion_query
deepseek2000-00373,Demonstrate how to do a cartwheel.,motion_query
deepseek2000-00374,Wave at the camera.,motion_query
deepseek2000-00375,Can you help me plan my weekly schedule?,chat
deepseek2000-00376,Turn your head toward the sound.,motion_query
deepseek2000-00377,How do I reset the system?,chat
deepseek2000-00378,Tell me a fun fact about robots.,chat
deepseek2000-00379,Assume a protective stance.,motion_query
deepseek2000-00380,What is the distance to the moon?,chat
deepseek2000-00381,Move the chair to the left.,motion_query
deepseek2000-00382,How was your day?,chat
deepseek2000-00383,Gesture for me to come.,motion_query
deepseek2000-00384,Can you tell me the latest news headlines?,chat
deepseek2000-00385,What is a good way to apologize?,chat
deepseek2000-00386,Can you translate 'good morning' to Spanish?,chat
deepseek2000-00387,Raise both hands up.,motion_query
deepseek2000-00388,What's the difference between a turtle and a tortoise?,chat
deepseek2000-00389,Can you recommend a good movie?,chat
deepseek2000-00390,Pick up the pen and write your name.,motion_query
deepseek2000-00391,What's a good way to apologize to a friend?,chat
deepseek2000-00392,Give me the weather forecast for tomorrow.,chat
deepseek2000-00393,Back up three steps.,motion_query
deepseek2000-00394,I need advice on cooking.,chat
deepseek2000-00395,How many sensors do you have?,chat
deepseek2000-00396,Bend down and pick up the pen.,motion_query
deepseek2000-00397,Do you think humans will ever colonize Mars?,chat
deepseek2000-00398,Give me advice on public speaking.,chat
deepseek2000-00399,How do I get over a cold quickly?,chat
deepseek2000-00400,Gesture to confirm you understand.,motion_query
deepseek2000-00401,I feel lonely today.,chat
deepseek2000-00402,"Lower your arm, it's in the way.",motion_query
deepseek2000-00403,Bend over and pick up the pen.,motion_query
deepseek2000-00404,Plan a weekend itinerary for Paris.,chat
deepseek2000-00405,What's the meaning of 'resilience'?,chat
deepseek2000-00406,How do I meditate correctly?,chat
deepseek2000-00407,Move your head to the left.,motion_query
deepseek2000-00408,What precautions should I take when using a robot?,chat
deepseek2000-00409,Why does the moon appear larger near the horizon?,chat
deepseek2000-00410,Snap your fingers.,motion_query
deepseek2000-00411,Press the button on the remote.,motion_query
deepseek2000-00412,Point to the person who just entered.,motion_query
deepseek2000-00413,Gesture to the left to indicate the direction.,motion_query
deepseek2000-00414,I need some motivation to start exercising.,chat
deepseek2000-00415,Can you write a poem for my friend?,chat
deepseek2000-00416,Kick the ball gently.,motion_query
deepseek2000-00417,Wink at me.,motion_query
deepseek2000-00418,What is the largest ocean?,chat
deepseek2000-00419,How do I reset the network settings?,chat
deepseek2000-00420,Can you recommend a good book on leadership?,chat
deepseek2000-00421,Raise your arm if you agree.,motion_query
deepseek2000-00422,Can you give me a recipe for pasta?,chat
deepseek2000-00423,Cover your eyes.,motion_query
deepseek2000-00424,What is the most efficient way to study for an exam?,chat
deepseek2000-00425,Bring me the remote control.,motion_query
deepseek2000-00426,Give me a motivation quote.,chat
deepseek2000-00427,"I feel sad today, can you talk to me?",chat
deepseek2000-00428,Come closer and examine this object.,motion_query
deepseek2000-00429,Can you give me a summary of today's news?,chat
deepseek2000-00430,Point to the left.,motion_query
deepseek2000-00431,Wave your hand if you understand.,motion_query
deepseek2000-00432,Indicate the exit with your finger.,motion_query
deepseek2000-00433,Can you recognize faces?,chat
deepseek2000-00434,What is the atmosphere made of?,chat
deepseek2000-00435,Take this note to the front desk.,motion_query
deepseek2000-00436,Shake your head to indicate no.,motion_query
deepseek2000-00437,What is the most efficient route to the airport?,chat
deepseek2000-00438,Bring me the remote from the table.,motion_query
deepseek2000-00439,Demonstrate how to tie a knot.,motion_query
deepseek2000-00440,Can you generate a shopping list for a healthy week?,chat
deepseek2000-00441,Do you have any tips for staying organized?,chat
deepseek2000-00442,How do I improve my posture?,chat
deepseek2000-00443,Put your hand on your head.,motion_query
deepseek2000-00444,Point to the largest object in the room.,motion_query
deepseek2000-00445,Can you give me a fun fact?,chat
deepseek2000-00446,Point to the object I'm thinking of: it's the one on your right.,motion_query
deepseek2000-00447,Can you write a poem?,chat
deepseek2000-00448,What's the largest ocean on Earth?,chat
deepseek2000-00449,Hand me the red pen.,motion_query
deepseek2000-00450,Point to the object I'm holding.,motion_query
deepseek2000-00451,How do I get better at public speaking?,chat
deepseek2000-00452,Bend down and touch your toes.,motion_query
deepseek2000-00453,Nod your head to confirm.,motion_query
deepseek2000-00454,Can you suggest a gift for my friend's birthday?,chat
deepseek2000-00455,Imitate the bird's movement.,motion_query
deepseek2000-00456,Turn towards me and bow.,motion_query
deepseek2000-00457,Can you suggest a good workout routine?,chat
deepseek2000-00458,Bend over and pick up the box.,motion_query
deepseek2000-00459,Answer with a nod or shake.,motion_query
deepseek2000-00460,How can I make my home more energy-efficient?,chat
deepseek2000-00461,How can I reduce my plastic waste?,chat
deepseek2000-00462,What should I do if I get lost in a city?,chat
deepseek2000-00463,How do I install a new app on my phone?,chat
deepseek2000-00464,Fetch the book from the shelf.,motion_query
deepseek2000-00465,Stop! Freeze right there.,motion_query
deepseek2000-00466,"Please describe the dance steps, don't show them.",chat
deepseek2000-00467,"Just tell me, don't show me.",chat
deepseek2000-00468,What should I cook for dinner with chicken and rice?,chat
deepseek2000-00469,What's a good gift for a birthday?,chat
deepseek2000-00470,What is the capital of Australia?,chat
deepseek2000-00471,"My laptop won't turn on, what should I do?",chat
deepseek2000-00472,Just tell me the answer without showing any action.,chat
deepseek2000-00473,Do you think I should take the train or the bus?,chat
deepseek2000-00474,Bring me the red book from the shelf.,motion_query
deepseek2000-00475,Stay right there.,motion_query
deepseek2000-00476,Bow as a greeting.,motion_query
deepseek2000-00477,Stand in front of the door.,motion_query
deepseek2000-00478,What's the weather forecast for tomorrow?,chat
deepseek2000-00479,Tell me about your day.,chat
deepseek2000-00480,Stay in place while I move around you.,motion_query
deepseek2000-00481,I need advice on buying a new phone.,chat
deepseek2000-00482,What are the signs of burnout?,chat
deepseek2000-00483,Can you explain how gravity works?,chat
deepseek2000-00484,Move the vase to the shelf.,motion_query
deepseek2000-00485,Stop moving now.,motion_query
deepseek2000-00486,How does machine learning work?,chat
deepseek2000-00487,Jump up and down.,motion_query
deepseek2000-00488,Do you think artificial intelligence is dangerous?,chat
deepseek2000-00489,Explain the concept of machine learning in simple terms.,chat
deepseek2000-00490,Pick up the coin from the floor.,motion_query
deepseek2000-00491,Hand me that book on the shelf.,motion_query
deepseek2000-00492,Turn left at the corner.,motion_query
deepseek2000-00493,What is the best smartphone on the market?,chat
deepseek2000-00494,Blink twice if you understand.,motion_query
deepseek2000-00495,Move the chair closer to the table.,motion_query
deepseek2000-00496,"I'm feeling a bit anxious, can you suggest a calming technique?",chat
deepseek2000-00497,Reset your position to the starting point.,motion_query
deepseek2000-00498,Point at the map location.,motion_query
deepseek2000-00499,Hold still for a moment.,motion_query
deepseek2000-00500,Can you calculate the tip for a $50 bill?,chat
deepseek2000-00501,Make an OK sign.,motion_query
deepseek2000-00502,Turn left at the door.,motion_query
deepseek2000-00503,Place the box on the floor.,motion_query
deepseek2000-00504,Demonstrate the proper way to lift a box.,motion_query
deepseek2000-00505,Step back from the table.,motion_query
deepseek2000-00506,Follow that person.,motion_query
deepseek2000-00507,What is the best way to study for an exam?,chat
deepseek2000-00508,Can you repeat that?,chat
deepseek2000-00509,Walk toward me slowly.,motion_query
deepseek2000-00510,I need a recipe for gluten-free pancakes.,chat
deepseek2000-00511,Do you believe in aliens?,chat
deepseek2000-00512,Back away slowly from the table.,motion_query
deepseek2000-00513,How do I practice mindfulness?,chat
deepseek2000-00514,Bow slightly.,motion_query
deepseek2000-00515,Guide me to the exit by leading.,motion_query
deepseek2000-00516,How do I plan a vacation?,chat
deepseek2000-00517,Respond with a wave if you understand.,motion_query
deepseek2000-00518,Push the chair in.,motion_query
deepseek2000-00519,Move the vase away from the edge.,motion_query
deepseek2000-00520,Wave your hand.,motion_query
deepseek2000-00521,Perform the victory dance.,motion_query
deepseek2000-00522,How many continents are there?,chat
deepseek2000-00523,Explain the concept of time.,chat
deepseek2000-00524,Turn around.,motion_query
deepseek2000-00525,Salute me formally.,motion_query
deepseek2000-00526,What movies do you recommend?,chat
deepseek2000-00527,What is your processing speed?,chat
deepseek2000-00528,Can you give me a weather update?,chat
deepseek2000-00529,What are the ingredients for a healthy salad?,chat
deepseek2000-00530,Can you explain the difference between AC and DC?,chat
deepseek2000-00531,Wave goodbye to the guests.,motion_query
deepseek2000-00532,Hold your position and don't move.,motion_query
deepseek2000-00533,Can you give me a compliment?,chat
deepseek2000-00534,Show me how to wave hello.,motion_query
deepseek2000-00535,Get the book from the shelf.,motion_query
deepseek2000-00536,Guide me to the door with your hand.,motion_query
