id,utterance,label
deepseek3000-00100,Describe the layout of the house.,chat
deepseek3000-00101,Can you give me a riddle to solve?,chat
deepseek3000-00102,Hold your hand out palm up.,motion_query
deepseek3000-00103,Tell me a word that rhymes with orange.,chat
deepseek3000-00104,What are some good books to read?,chat
deepseek3000-00105,Push the button.,motion_query
deepseek3000-00106,How do I make a perfect omelette?,chat
deepseek3000-00107,Walk alongside me.,motion_query
deepseek3000-00108,What is the best strategy for learning a new language?,chat
deepseek3000-00109,Pretend to be a robot.,motion_query
deepseek3000-00110,What are the ingredients for a healthy salad?,chat
deepseek3000-00111,Tell me the steps to change a car tire.,chat
deepseek3000-00112,How long does it take to bake a cake?,chat
deepseek3000-00113,Respond with a thumbs up.,motion_query
deepseek3000-00114,Show me the gesture for 'stop'.,motion_query
deepseek3000-00115,Stand still and don't move.,motion_query
deepseek3000-00116,Stop moving and stay where you are.,motion_query
deepseek3000-00117,Look at the person who just entered.,motion_query
deepseek3000-00118,Turn left at the corner.,motion_query
deepseek3000-00119,Stop and stay where you are.,motion_query
deepseek3000-00120,I feel lonely today.,chat
deepseek3000-00121,Shadow my movements.,motion_query
deepseek3000-00122,Raise your arm if you understand.,motion_query
deepseek3000-00123,Can you repeat that in a simpler way?,chat
deepseek3000-00124,Can you listen while I practice my presentation?,chat
deepseek3000-00125,Point to the person who just entered.,motion_query
deepseek3000-00126,I need advice on managing stress.,chat
deepseek3000-00127,Gesture 'come here' with your hand.,motion_query
deepseek3000-00128,Wave your hand to say goodbye.,motion_query
deepseek3000-00129,Can you recognize faces?,chat
deepseek3000-00130,What's the best time to visit Japan?,chat
deepseek3000-00131,Applaud when I finish.,motion_query
deepseek3000-00132,Push the button on the machine.,motion_query
deepseek3000-00133,Do you have any sensors on your hands?,chat
deepseek3000-00134,Cover your eyes for a surprise.,motion_query
deepseek3000-00135,What is the best way to learn Python?,chat
deepseek3000-00136,Can you describe your battery life?,chat
deepseek3000-00137,Can you recommend a good restaurant?,chat
deepseek3000-00138,Pick up that pen from the floor.,motion_query
deepseek3000-00139,Point to the red button.,motion_query
deepseek3000-00140,Why is my computer running slowly?,chat
deepseek3000-00141,Answer me by raising your hand.,motion_query
deepseek3000-00142,Sit down on the floor.,motion_query
deepseek3000-00143,Demonstrate how to swing a bat.,motion_query
deepseek3000-00144,Go to the front door and stand there.,motion_query
deepseek3000-00145,Drop the keys into the bowl.,motion_query
deepseek3000-00146,Why is my phone battery draining fast?,chat
deepseek3000-00147,Show me how to wave goodbye.,motion_query
deepseek3000-00148,Close the window.,motion_query
deepseek3000-00149,Look at the ceiling.,motion_query
deepseek3000-00150,How do I change a light bulb safely?,chat
deepseek3000-00151,Show me a dance move.,motion_query
deepseek3000-00152,Stop waving your arm.,motion_query
deepseek3000-00153,Sit down.,motion_query
deepseek3000-00154,Halt and do not move.,motion_query
deepseek3000-00155,How do you process language?,chat
deepseek3000-00156,Can you dance?,chat
deepseek3000-00157,What is a good way to apologize?,chat
deepseek3000-00158,How do I practice mindfulness?,chat
deepseek3000-00159,Pick up that toy and place it on the shelf.,motion_query
deepseek3000-00160,Explain how to make a cake.,chat
deepseek3000-00161,Pull the lever.,motion_query
deepseek3000-00162,Can you describe the taste of a lemon?,chat
deepseek3000-00163,What's your name?,chat
deepseek3000-00164,Stop and stay in that position.,motion_query
deepseek3000-00165,Can you compose a poem about friendship?,chat
deepseek3000-00166,How do I change a flat tire?,chat
deepseek3000-00167,Lean closer and whisper.,motion_query
deepseek3000-00168,Place this box on the shelf.,motion_query
deepseek3000-00169,Walk in a circle around me.,motion_query
deepseek3000-00170,Why do cats purr?,chat
deepseek3000-00171,Explain the theory of relativity to me.,chat
deepseek3000-00172,Kneel down on one knee.,motion_query
deepseek3000-00173,Can you tell me a story?,chat
deepseek3000-00174,Bow deeply to greet the guest.,motion_query
deepseek3000-00175,Stand up straight.,motion_query
deepseek3000-00176,Do you have any advice for staying motivated?,chat
deepseek3000-00177,I need advice on how to cook a steak.,chat
deepseek3000-00178,Guide me to the door.,motion_query
deepseek3000-00179,Rotate the handle clockwise.,motion_query
deepseek3000-00180,What movie do you recommend for a comedy fan?,chat
deepseek3000-00181,What's the weather like outside?,chat
deepseek3000-00182,Lift the box off the floor.,motion_query
deepseek3000-00183,Tilt your head to show confusion.,motion_query
deepseek3000-00184,Look at me.,motion_query
deepseek3000-00185,Pick up the red cup from the table.,motion_query
deepseek3000-00186,Can you help me plan my schedule for tomorrow?,chat
deepseek3000-00187,Answer yes by nodding your head.,motion_query
deepseek3000-00188,Show me how you pick up objects.,motion_query
deepseek3000-00189,Gesture to confirm you understand.,motion_query
deepseek3000-00190,Please explain that without moving.,chat
deepseek3000-00191,Place the remote next to the TV.,motion_query
deepseek3000-00192,What should I bring to the picnic?,chat
deepseek3000-00193,Arrange the books alphabetically.,motion_query
deepseek3000-00194,I need a recipe for chocolate chip cookies.,chat
deepseek3000-00195,Gesture toward the window.,motion_query
deepseek3000-00196,Can you solve this math problem: 15 * 27?,chat
deepseek3000-00197,Tell me about machine learning.,chat
deepseek3000-00198,Can you play some calming music?,chat
deepseek3000-00199,How are you doing today?,chat
deepseek3000-00200,Can you summarize the news today?,chat
deepseek3000-00201,How do I calculate compound interest?,chat
deepseek3000-00202,Stop moving when I say 'freeze'.,motion_query
deepseek3000-00203,Cover your face with your hands.,motion_query
deepseek3000-00204,Demonstrate how to clap your hands.,motion_query
deepseek3000-00205,Do you know any good restaurants nearby?,chat
deepseek3000-00206,Is it better to study in the morning or evening?,chat
deepseek3000-00207,Point to the correct answer.,motion_query
deepseek3000-00208,Lift the box.,motion_query
deepseek3000-00209,What's the difference between a robot and an AI?,chat
deepseek3000-00210,Hold this object still.,motion_query
deepseek3000-00211,Can you give me tips for public speaking?,chat
deepseek3000-00212,Can you calculate 15% of 200?,chat
deepseek3000-00213,What are the main causes of climate change?,chat
deepseek3000-00214,Go to the kitchen and check if the oven is off.,motion_query
deepseek3000-00215,Can you play a song for me?,chat
deepseek3000-00216,Shake hands with the person next to me.,motion_query
deepseek3000-00217,Can you list your available functions?,chat
deepseek3000-00218,Hold this tool steady.,motion_query
deepseek3000-00219,Why did my computer crash?,chat
deepseek3000-00220,Should I invest in stocks or real estate?,chat
deepseek3000-00221,Raise your right arm and wave.,motion_query
deepseek3000-00222,Act out a lion roaring.,motion_query
deepseek3000-00223,Sit down on the chair.,motion_query
deepseek3000-00224,Turn your gaze towards the window.,motion_query
deepseek3000-00225,Should I buy a house or rent?,chat
deepseek3000-00226,What are the symptoms of a cold?,chat
deepseek3000-00227,Turn left at the door.,motion_query
deepseek3000-00228,What's a good recipe for a quick dinner?,chat
deepseek3000-00229,Use a gesture to show agreement.,motion_query
deepseek3000-00230,Blink your eyes rapidly.,motion_query
deepseek3000-00231,Fetch the remote from the table.,motion_query
deepseek3000-00232,Can you tell me how to say 'good morning' in French?,chat
deepseek3000-00233,Spin around once.,motion_query
deepseek3000-00234,Explain how airplanes fly.,chat
deepseek3000-00235,Stop moving when I say 'halt'.,motion_query
deepseek3000-00236,Raise your hand if you agree.,motion_query
deepseek3000-00237,Can you help me study for my exam?,chat
deepseek3000-00238,You are so helpful.,chat
deepseek3000-00239,Act out a lion roar.,motion_query
deepseek3000-00240,Move to the left side of the room.,motion_query
deepseek3000-00241,Point to the door.,motion_query
deepseek3000-00242,What's a good route to avoid traffic?,chat
deepseek3000-00243,What's your favorite movie genre?,chat
deepseek3000-00244,I feel a bit stressed; can you tell me a joke?,chat
deepseek3000-00245,What's the schedule for today?,chat
deepseek3000-00246,Push the button on the right.,motion_query
deepseek3000-00247,Show me how to tie a knot by doing it.,motion_query
deepseek3000-00248,How do I meditate properly?,chat
deepseek3000-00249,Raise your right arm.,motion_query
deepseek3000-00250,Lead the way.,motion_query
deepseek3000-00251,Pull the door open.,motion_query
deepseek3000-00252,Shake your head to show disagreement.,motion_query
deepseek3000-00253,Clap your hands together.,motion_query
deepseek3000-00254,What is the weather forecast for tomorrow?,chat
deepseek3000-00255,What's the largest ocean on Earth?,chat
deepseek3000-00256,Stay right there.,motion_query
deepseek3000-00257,Spin around.,motion_query
deepseek3000-00258,Turn your head to look at the window.,motion_query
deepseek3000-00259,Can you help me plan a weekly meal schedule?,chat
deepseek3000-00260,"I'm having a tough day, can you say something encouraging?",chat
deepseek3000-00261,Walk three steps forward.,motion_query
deepseek3000-00262,Raise both arms for a stretch.,motion_query
deepseek3000-00263,"I can't find my keys, where should I look?",chat
deepseek3000-00264,Thanks for your help earlier.,chat
deepseek3000-00265,Can you help me relax?,chat
deepseek3000-00266,Can you list the planets in order?,chat
deepseek3000-00267,What should I pack for a trip to the beach?,chat
deepseek3000-00268,Can you calculate the tip for a $50 bill?,chat
deepseek3000-00269,Turn your head to look at the screen.,motion_query
deepseek3000-00270,Grab the cup and hand it to me.,motion_query
deepseek3000-00271,Demonstrate the fire drill procedure.,motion_query
deepseek3000-00272,Tell me about your daily routines.,chat
deepseek3000-00273,Make a peace sign.,motion_query
deepseek3000-00274,Carry the groceries inside.,motion_query
deepseek3000-00275,Lead the way to the exit.,motion_query
deepseek3000-00276,Guide me to the exit by leading.,motion_query
deepseek3000-00277,Can you summarize this article for me?,chat
deepseek3000-00278,Raise your arm to vote.,motion_query
deepseek3000-00279,Act out a sad scene.,motion_query
deepseek3000-00280,Raise your hand if you understand.,motion_query
deepseek3000-00281,What are some good study techniques?,chat
deepseek3000-00282,Raise your arm to indicate the location.,motion_query
deepseek3000-00283,Can you generate a shopping list for a healthy week?,chat
deepseek3000-00284,Can you understand multiple accents?,chat
deepseek3000-00285,"I have a headache, any remedies?",chat
deepseek3000-00286,Tell me something to cheer me up.,chat
deepseek3000-00287,Can you summarize the plot of '1984'?,chat
deepseek3000-00288,Turn around and face me.,motion_query
deepseek3000-00289,Imitate my arm movement.,motion_query
deepseek3000-00290,Shift your weight to your left foot.,motion_query
deepseek3000-00291,Wave your hand at the camera.,motion_query
deepseek3000-00292,Can you help me debug this code?,chat
deepseek3000-00293,Push the chair under the desk.,motion_query
deepseek3000-00294,Act out a dramatic reading of this line.,motion_query
deepseek3000-00295,Wave to the camera.,motion_query
deepseek3000-00296,What capabilities do you have as a robot?,chat
deepseek3000-00297,Can you explain why the sky is blue?,chat
deepseek3000-00298,Can you clarify what you meant by 'autonomous'?,chat
deepseek3000-00299,Open the drawer carefully.,motion_query
deepseek3000-00300,Place the package on the table.,motion_query
deepseek3000-00301,Shake your head to indicate no.,motion_query
deepseek3000-00302,Can you define 'artificial intelligence'?,chat
deepseek3000-00303,What are the warning signs of a stroke?,chat
deepseek3000-00304,Can you translate this sentence into Spanish?,chat
deepseek3000-00305,Move closer so I can see you.,motion_query
deepseek3000-00306,Can you define 'serendipity'?,chat
deepseek3000-00307,Can you help me plan a weekly schedule?,chat
deepseek3000-00308,Which song should I play for a relaxing evening?,chat
deepseek3000-00309,Guide me to the conference room.,motion_query
deepseek3000-00310,How many calories are in an apple?,chat
deepseek3000-00311,Turn left.,motion_query
deepseek3000-00312,Translate 'good night' to French.,chat
deepseek3000-00313,Guide me to the restroom.,motion_query
deepseek3000-00314,Point at the red button.,motion_query
deepseek3000-00315,Hand me the book from the shelf.,motion_query
deepseek3000-00316,Move to the right side of the room.,motion_query
deepseek3000-00317,Point to the book on the top shelf.,motion_query
deepseek3000-00318,Reset your position to the starting point.,motion_query
deepseek3000-00319,How does a refrigerator work?,chat
deepseek3000-00320,What's the recipe for pancakes?,chat
deepseek3000-00321,Do you support voice commands in Spanish?,chat
deepseek3000-00322,Crouch down and look under the sofa.,motion_query
deepseek3000-00323,Act out what a happy robot looks like.,motion_query
deepseek3000-00324,Hold this bag for me.,motion_query
deepseek3000-00325,Take the box to the delivery area.,motion_query
deepseek3000-00326,Demonstrate how to do a cartwheel.,motion_query
deepseek3000-00327,Can you suggest a healthy breakfast?,chat
deepseek3000-00328,Lift the lid of the pot.,motion_query
deepseek3000-00329,Pick up the book from the floor.,motion_query
deepseek3000-00330,Give me a fun fact.,chat
deepseek3000-00331,Bow slightly.,motion_query
deepseek3000-00332,What languages can you understand?,chat
deepseek3000-00333,What are the rules of chess?,chat
deepseek3000-00334,Act out how you would open a door.,motion_query
deepseek3000-00335,What does it mean to be empathetic?,chat
deepseek3000-00336,"I need to plan a meeting, can you help with agenda?",chat
deepseek3000-00337,What should I eat for a healthy breakfast?,chat
deepseek3000-00338,Stop moving and wait here.,motion_query
deepseek3000-00339,I'm feeling sad. Can you tell me something cheerful?,chat
deepseek3000-00340,Push the door open.,motion_query
deepseek3000-00341,What are your capabilities regarding object recognition?,chat
deepseek3000-00342,Stand in front of the door.,motion_query
deepseek3000-00343,Can you calculate 15% tip on $45.50?,chat
deepseek3000-00344,Can you give me a step-by-step guide to knitting?,chat
deepseek3000-00345,Lean to your left.,motion_query
deepseek3000-00346,I have a headache. What should I take?,chat
deepseek3000-00347,How can I reduce my carbon footprint?,chat
deepseek3000-00348,Show me how you can spin.,motion_query
deepseek3000-00349,Step forward two paces.,motion_query
deepseek3000-00350,What is a good way to say thank you in Japanese?,chat
deepseek3000-00351,What movies are playing near me?,chat
deepseek3000-00352,Come here and stand beside me.,motion_query
deepseek3000-00353,Can you name all the planets in order?,chat
deepseek3000-00354,Cross your arms.,motion_query
deepseek3000-00355,Take this book to the shelf.,motion_query
deepseek3000-00356,I'm having trouble with my code.,chat
deepseek3000-00357,Flip the switch.,motion_query
deepseek3000-00358,Act as if you're smelling a flower.,motion_query
deepseek3000-00359,Can you describe your emotions?,chat
deepseek3000-00360,Lift your arm up if you understand.,motion_query
deepseek3000-00361,Indicate with your hand which way to go.,motion_query
deepseek3000-00362,Turn in a circle.,motion_query
deepseek3000-00363,I need advice on choosing a laptop.,chat
deepseek3000-00364,How long does it take to cook rice?,chat
deepseek3000-00365,Walk in a circle.,motion_query
deepseek3000-00366,Fold your arms to signify disapproval.,motion_query
deepseek3000-00367,Recommend a good movie for tonight.,chat
deepseek3000-00368,Tell me how to reset my password.,chat
deepseek3000-00369,"I need to plan a dinner party, any ideas?",chat
deepseek3000-00370,Point at yourself when I say your name.,motion_query
deepseek3000-00371,What's the best time to exercise?,chat
deepseek3000-00372,What is the best way to clean a stained shirt?,chat
deepseek3000-00373,Demonstrate a proper push-up form.,motion_query
deepseek3000-00374,Act out a confused expression.,motion_query
deepseek3000-00375,Show the direction of the wind with your arm.,motion_query
deepseek3000-00376,Give me a summary of this article.,chat
deepseek3000-00377,Wave your hand if you can hear me.,motion_query
deepseek3000-00378,Go to the kitchen and check the stove.,motion_query
deepseek3000-00379,What's the best pizza topping?,chat
deepseek3000-00380,Place the box on the floor.,motion_query
deepseek3000-00381,Can you tell me a riddle?,chat
deepseek3000-00382,Point to the closest chair.,motion_query
deepseek3000-00383,Can you translate 'hello' to Spanish?,chat
deepseek3000-00384,Can you recommend a good movie?,chat
deepseek3000-00385,Is it going to rain this afternoon?,chat
deepseek3000-00386,Explain the process of photosynthesis.,chat
deepseek3000-00387,I feel stressed about the upcoming exam.,chat
deepseek3000-00388,Demonstrate how to bow.,motion_query
deepseek3000-00389,What's a good gift for a birthday?,chat
deepseek3000-00390,Come here and look at this screen.,motion_query
deepseek3000-00391,Can you recommend a good restaurant nearby?,chat
deepseek3000-00392,Make a sad face.,motion_query
deepseek3000-00393,Can you tell me the time in Tokyo?,chat
deepseek3000-00394,Spin in a circle once.,motion_query
deepseek3000-00395,Can you tell me a joke?,chat
deepseek3000-00396,Reach for the book on the top shelf.,motion_query
deepseek3000-00397,Tell me about your maintenance schedule.,chat
deepseek3000-00398,Look at the clock on the wall.,motion_query
deepseek3000-00399,Translate 'hello' into Spanish.,chat
deepseek3000-00400,I'm feeling a bit down today.,chat
deepseek3000-00401,Do you have any recommendations for a good book?,chat
deepseek3000-00402,Throw the ball gently towards me.,motion_query
deepseek3000-00403,Wink with one eye.,motion_query
deepseek3000-00404,Show me the gesture for 'OK'.,motion_query
deepseek3000-00405,Fetch my glasses from the table.,motion_query
deepseek3000-00406,How do I improve my time management?,chat
deepseek3000-00407,Turn off the light.,motion_query
deepseek3000-00408,What is the capital of France?,chat
deepseek3000-00409,Can you explain quantum computing in simple terms?,chat
deepseek3000-00410,How do I reset the network settings?,chat
deepseek3000-00411,Turn your head and look at the clock.,motion_query
deepseek3000-00412,List the steps to bake a chocolate cake.,chat
deepseek3000-00413,Place the cup on the table.,motion_query
deepseek3000-00414,Copy my dance moves.,motion_query
deepseek3000-00415,"Please answer only with words, no actions.",chat
deepseek3000-00416,I need advice on buying a car.,chat
deepseek3000-00417,Hand me the pen from your tray.,motion_query
deepseek3000-00418,Can you write a poem?,chat
deepseek3000-00419,Can you give me advice on how to be more productive?,chat
deepseek3000-00420,Compose a poem about autumn.,chat
deepseek3000-00421,What ingredients do I need for pancakes?,chat
deepseek3000-00422,"My phone battery drains fast, any tips?",chat
deepseek3000-00423,Point at the map location.,motion_query
deepseek3000-00424,Look at the painting on the left.,motion_query
deepseek3000-00425,Bring me the newspaper from the table.,motion_query
deepseek3000-00426,Point at the exit sign.,motion_query
deepseek3000-00427,Show me where the restroom is by gesturing.,motion_query
deepseek3000-00428,Place the cup on the coaster.,motion_query
deepseek3000-00429,Salute the flag.,motion_query
deepseek3000-00430,Shake your foot to remove the dust.,motion_query
deepseek3000-00431,Should I take the train or bus to the airport?,chat
deepseek3000-00432,Act out the emotion 'surprise'.,motion_query
deepseek3000-00433,Bring me the red cup from the table.,motion_query
deepseek3000-00434,Show me where the cat is by pointing.,motion_query
deepseek3000-00435,Wink at me.,motion_query
deepseek3000-00436,Slide the book to the left.,motion_query
deepseek3000-00437,Crouch down to tie my shoe.,motion_query
deepseek3000-00438,Imitate my wave.,motion_query
deepseek3000-00439,Can you summarize the news for me?,chat
deepseek3000-00440,How do you navigate around obstacles?,chat
deepseek3000-00441,Wave goodbye to the visitors.,motion_query
deepseek3000-00442,Move forward two steps.,motion_query
deepseek3000-00443,Bring me that red book.,motion_query
deepseek3000-00444,How do I get to the nearest library?,chat
deepseek3000-00445,Raise your hand to greet.,motion_query
deepseek3000-00446,Point at the fire extinguisher.,motion_query
deepseek3000-00447,I'm feeling a bit stressed. Can you cheer me up?,chat
deepseek3000-00448,Do you have any advice for reducing stress?,chat
deepseek3000-00449,Demonstrate a squat.,motion_query
deepseek3000-00450,I'm feeling a bit down; can you cheer me up?,chat
deepseek3000-00451,How do I get better at public speaking?,chat
deepseek3000-00452,Bring the book closer to me.,motion_query
deepseek3000-00453,Move forward two meters and stop.,motion_query
deepseek3000-00454,Stand up and walk to the door.,motion_query
deepseek3000-00455,Bend down to pick up the toy.,motion_query
deepseek3000-00456,Do you understand sarcasm?,chat
deepseek3000-00457,Take my hand and lead me to the door.,motion_query
deepseek3000-00458,Turn towards the window.,motion_query
deepseek3000-00459,Catch the ball I throw.,motion_query
deepseek3000-00460,What should I do if the software crashes?,chat
deepseek3000-00461,Point at the number on the screen.,motion_query
deepseek3000-00462,Can you suggest a good movie?,chat
deepseek3000-00463,How long can you operate on a full charge?,chat
deepseek3000-00464,Point to the sky.,motion_query
deepseek3000-00465,What should I cook for dinner with chicken and rice?,chat
deepseek3000-00466,Carry this tray to the kitchen.,motion_query
deepseek3000-00467,How do you prioritize tasks?,chat
deepseek3000-00468,Raise your arm above your head.,motion_query
deepseek3000-00469,Imitate my dance steps.,motion_query
deepseek3000-00470,What is quantum physics?,chat
deepseek3000-00471,Close the cabinet door gently.,motion_query
deepseek3000-00472,"I'm feeling a bit down, can you talk to me?",chat
deepseek3000-00473,What is the capital of Australia?,chat
deepseek3000-00474,What should I wear today?,chat
deepseek3000-00475,Point to the exit.,motion_query
deepseek3000-00476,Wave your hand to signal the start.,motion_query
deepseek3000-00477,What's the difference between TCP and UDP?,chat
deepseek3000-00478,Back up a little.,motion_query
deepseek3000-00479,Back away from the edge.,motion_query
deepseek3000-00480,Can you help me practice for an interview?,chat
deepseek3000-00481,What are the signs of a heart attack?,chat
deepseek3000-00482,"I feel lonely, can you talk to me?",chat
deepseek3000-00483,Follow that person.,motion_query
deepseek3000-00484,Turn toward the door.,motion_query
deepseek3000-00485,How long will it take to charge the battery?,chat
deepseek3000-00486,Hand me the red book from the shelf.,motion_query
deepseek3000-00487,How many people are in this room?,chat
deepseek3000-00488,Imitate the bird's movement.,motion_query
deepseek3000-00489,Tell me about the history of robots.,chat
deepseek3000-00490,Pick up that cup from the table.,motion_query
deepseek3000-00491,Can you recommend a good book on artificial intelligence?,chat
deepseek3000-00492,What's the largest mammal?,chat
deepseek3000-00493,Explain the theory of relativity briefly.,chat
deepseek3000-00494,Can you recommend a movie for tonight?,chat
deepseek3000-00495,How do I start a garden?,chat
deepseek3000-00496,"I'm feeling a bit down, can you cheer me up with some words?",chat
deepseek3000-00497,Imitate a bird flying.,motion_query
deepseek3000-00498,Carry these files to the desk.,motion_query
deepseek3000-00499,Reach out and touch my hand.,motion_query
deepseek3000-00500,Bring the newspaper to me.,motion_query
deepseek3000-00501,Gesture towards the door.,motion_query
deepseek3000-00502,Can you recommend a good movie to watch?,chat
deepseek3000-00503,Recommend a good book for me.,chat
deepseek3000-00504,Describe your personality.,chat
deepseek3000-00505,Stop and turn to face me.,motion_query
deepseek3000-00506,What are your favorite colors?,chat
deepseek3000-00507,Fetch the red ball from the corner.,motion_query
deepseek3000-00508,How do you process visual information?,chat
deepseek3000-00509,Can you spin around once?,motion_query
deepseek3000-00510,Can you give me tips for better time management?,chat
deepseek3000-00511,Gesture for 'come here'.,motion_query
deepseek3000-00512,Can you give me advice on improving my public speaking?,chat
deepseek3000-00513,How long does it take to learn a new language?,chat
deepseek3000-00514,Raise your left arm if you agree.,motion_query
deepseek3000-00515,Fetch my phone from the desk.,motion_query
deepseek3000-00516,Turn your body away from the laser.,motion_query
deepseek3000-00517,Place the book on the top shelf.,motion_query
deepseek3000-00518,What is the distance to the moon?,chat
deepseek3000-00519,Can you describe the layout of this room?,chat
deepseek3000-00520,"I'm having trouble with my math homework, can you help?",chat
deepseek3000-00521,What is the weather like outside?,chat
deepseek3000-00522,Can you give me a list of groceries?,chat
deepseek3000-00523,What is the time in Tokyo right now?,chat
deepseek3000-00524,"I'm nervous about my presentation, any tips?",chat
deepseek3000-00525,Lean to your right.,motion_query
deepseek3000-00526,Bring me the red folder from the desk.,motion_query
deepseek3000-00527,What time should I leave for the airport?,chat
deepseek3000-00528,Can you recommend a movie?,chat
deepseek3000-00529,Give a thumbs up if you agree.,motion_query
deepseek3000-00530,What are your thoughts on artificial intelligence ethics?,chat
deepseek3000-00531,Can you suggest a good book for a rainy afternoon?,chat
